fixture_id,league,season,date,home_team,away_team,score_home,score_away,home_goals_1st_half,home_goals_2nd_half,away_goals_1st_half,away_goals_2nd_half
974360,mexique,2022,2023-02-15T01:05:00+00:00,Tigres UANL,FC Juarez,0,0,0,0,0,0
974359,mexique,2022,2023-02-15T01:05:00+00:00,Leon,Puebla,2,0,0,2,0,0
974361,mexique,2022,2023-02-15T03:05:00+00:00,Atletico San Luis,Club America,1,3,1,0,2,1
974363,mexique,2022,2023-02-16T01:05:00+00:00,Guadalajara Chivas,Club Tijuana,2,1,1,1,1,0
974362,mexique,2022,2023-02-16T01:05:00+00:00,Monterrey,Club Queretaro,2,0,2,0,0,0
974364,mexique,2022,2023-02-16T03:05:00+00:00,Necaxa,U.N.A.M. - Pumas,3,1,2,1,1,0
974365,mexique,2022,2023-02-17T03:00:00+00:00,Mazatlán,Pachuca,2,3,0,2,1,2
974369,mexique,2022,2023-02-18T01:06:00+00:00,FC Juarez,Leon,0,0,0,0,0,0
974370,mexique,2022,2023-02-18T03:05:00+00:00,Puebla,Cruz Azul,1,3,0,1,1,2
974368,mexique,2022,2023-02-18T23:00:00+00:00,Atletico San Luis,Santos Laguna,1,1,1,0,0,1
974372,mexique,2022,2023-02-19T01:05:00+00:00,Atlas,Tigres UANL,0,1,0,0,1,0
974373,mexique,2022,2023-02-19T03:05:00+00:00,U.N.A.M. - Pumas,Guadalajara Chivas,1,2,0,1,2,0
974374,mexique,2022,2023-02-19T23:00:00+00:00,Club Queretaro,Mazatlán,1,1,1,0,0,1
974371,mexique,2022,2023-02-19T23:06:00+00:00,Monterrey,Necaxa,2,1,0,2,0,1
974375,mexique,2022,2023-02-20T01:05:00+00:00,Club America,Club Tijuana,2,1,1,1,0,1
974376,mexique,2022,2023-02-20T03:05:00+00:00,Pachuca,Toluca,1,2,0,1,1,1
974366,mexique,2022,2023-02-23T02:05:00+00:00,Cruz Azul,Atlas,1,0,0,1,0,0
974367,mexique,2022,2023-02-24T02:05:00+00:00,Santos Laguna,Toluca,0,5,0,0,2,3
974377,mexique,2022,2023-02-25T01:05:00+00:00,Necaxa,Club Queretaro,1,1,1,0,0,1
974378,mexique,2022,2023-02-25T03:10:00+00:00,Mazatlán,U.N.A.M. - Pumas,1,2,1,0,0,2
974379,mexique,2022,2023-02-25T23:00:00+00:00,Cruz Azul,FC Juarez,1,0,1,0,0,0
974380,mexique,2022,2023-02-26T01:05:00+00:00,Tigres UANL,Guadalajara Chivas,1,2,0,1,2,0
974381,mexique,2022,2023-02-26T03:05:00+00:00,Atlas,Club America,2,2,1,1,2,0
974382,mexique,2022,2023-02-26T18:00:00+00:00,Toluca,Atletico San Luis,2,0,2,0,0,0
974383,mexique,2022,2023-02-27T01:05:00+00:00,Santos Laguna,Puebla,3,2,2,1,0,2
974384,mexique,2022,2023-02-27T03:05:00+00:00,Club Tijuana,Pachuca,2,0,2,0,0,0
974385,mexique,2022,2023-02-28T03:10:00+00:00,Leon,Monterrey,1,1,1,0,0,1
974386,mexique,2022,2023-03-04T01:05:00+00:00,Necaxa,Tigres UANL,0,1,0,0,1,0
974387,mexique,2022,2023-03-04T01:05:00+00:00,Mazatlán,Cruz Azul,3,1,1,2,1,0
974388,mexique,2022,2023-03-04T03:15:00+00:00,Club Tijuana,Atlas,1,1,1,0,1,0
974389,mexique,2022,2023-03-04T23:00:00+00:00,Leon,Atletico San Luis,2,0,0,2,0,0
974391,mexique,2022,2023-03-05T01:05:00+00:00,Club America,Pachuca,0,3,0,0,3,0
974390,mexique,2022,2023-03-05T01:10:00+00:00,Monterrey,FC Juarez,3,0,1,2,0,0
974392,mexique,2022,2023-03-05T03:05:00+00:00,Guadalajara Chivas,Santos Laguna,2,0,2,0,0,0
974393,mexique,2022,2023-03-05T18:00:00+00:00,U.N.A.M. - Pumas,Puebla,2,4,1,1,2,2
974394,mexique,2022,2023-03-06T01:05:00+00:00,Club Queretaro,Toluca,1,0,1,0,0,0
974395,mexique,2022,2023-03-11T01:05:00+00:00,Atletico San Luis,Club Queretaro,2,0,0,2,0,0
974396,mexique,2022,2023-03-11T03:05:00+00:00,Puebla,Guadalajara Chivas,1,0,1,0,0,0
974397,mexique,2022,2023-03-11T23:00:00+00:00,Atlas,Leon,0,1,0,0,1,0
974398,mexique,2022,2023-03-12T01:05:00+00:00,Cruz Azul,U.N.A.M. - Pumas,1,0,0,1,0,0
974399,mexique,2022,2023-03-12T03:10:00+00:00,Tigres UANL,Club America,0,2,0,0,1,1
974400,mexique,2022,2023-03-12T18:00:00+00:00,Toluca,Mazatlán,4,1,2,2,1,0
974402,mexique,2022,2023-03-13T01:05:00+00:00,Santos Laguna,Club Tijuana,3,2,1,2,1,1
974401,mexique,2022,2023-03-13T01:05:00+00:00,Pachuca,Monterrey,1,2,1,0,1,1
974403,mexique,2022,2023-03-13T03:15:00+00:00,FC Juarez,Necaxa,1,1,0,1,0,1
974404,mexique,2022,2023-03-18T01:00:00+00:00,Puebla,Atlas,0,4,0,0,2,2
974406,mexique,2022,2023-03-18T03:05:00+00:00,Club Tijuana,Toluca,3,3,0,3,3,0
974405,mexique,2022,2023-03-18T03:05:00+00:00,Mazatlán,Necaxa,0,1,0,0,1,0
974407,mexique,2022,2023-03-18T23:00:00+00:00,Cruz Azul,Atletico San Luis,1,0,0,1,0,0
974408,mexique,2022,2023-03-19T01:05:00+00:00,Tigres UANL,Monterrey,0,1,0,0,0,1
974409,mexique,2022,2023-03-19T03:10:00+00:00,Guadalajara Chivas,Club America,2,4,0,2,3,1
974410,mexique,2022,2023-03-19T18:00:00+00:00,U.N.A.M. - Pumas,Pachuca,0,2,0,0,0,2
974411,mexique,2022,2023-03-20T01:05:00+00:00,Club Queretaro,FC Juarez,2,2,1,1,0,2
974412,mexique,2022,2023-03-20T03:05:00+00:00,Leon,Santos Laguna,4,1,3,1,0,1
973611,mexique,2022,2023-03-25T03:05:00+00:00,Mazatlán,Leon,1,2,1,0,1,1
974335,mexique,2022,2023-03-30T03:05:00+00:00,Club Queretaro,Cruz Azul,2,2,0,2,1,1
974413,mexique,2022,2023-04-01T01:05:00+00:00,Necaxa,Santos Laguna,0,0,0,0,0,0
974414,mexique,2022,2023-04-01T03:00:00+00:00,FC Juarez,Puebla,0,2,0,0,0,2
974415,mexique,2022,2023-04-01T23:00:00+00:00,Pachuca,Cruz Azul,0,2,0,0,1,1
974416,mexique,2022,2023-04-02T01:05:00+00:00,Club America,Leon,2,2,0,2,1,1
974417,mexique,2022,2023-04-02T01:15:00+00:00,Monterrey,Club Tijuana,4,0,3,1,0,0
974418,mexique,2022,2023-04-02T03:10:00+00:00,Atlas,Guadalajara Chivas,3,3,2,1,2,1
974419,mexique,2022,2023-04-02T18:00:00+00:00,Toluca,Tigres UANL,3,2,2,1,0,2
974420,mexique,2022,2023-04-02T23:00:00+00:00,Atletico San Luis,Mazatlán,2,1,1,1,0,1
974421,mexique,2022,2023-04-03T01:05:00+00:00,Club Queretaro,U.N.A.M. - Pumas,1,0,0,1,0,0
974422,mexique,2022,2023-04-08T01:05:00+00:00,Puebla,Toluca,1,2,0,1,2,0
974423,mexique,2022,2023-04-08T03:10:00+00:00,Club Tijuana,Club Queretaro,1,2,0,1,1,1
974425,mexique,2022,2023-04-08T23:00:00+00:00,Guadalajara Chivas,Necaxa,1,0,0,1,0,0
974426,mexique,2022,2023-04-09T01:05:00+00:00,Tigres UANL,Mazatlán,1,2,0,1,2,0
974424,mexique,2022,2023-04-09T01:05:00+00:00,Leon,Cruz Azul,0,0,0,0,0,0
974427,mexique,2022,2023-04-09T03:10:00+00:00,Club America,Monterrey,2,1,1,1,1,0
974428,mexique,2022,2023-04-09T18:00:00+00:00,U.N.A.M. - Pumas,Atletico San Luis,3,1,2,1,1,0
974429,mexique,2022,2023-04-10T00:05:00+00:00,Santos Laguna,Pachuca,1,4,1,0,2,2
974430,mexique,2022,2023-04-10T02:10:00+00:00,FC Juarez,Atlas,1,1,1,0,1,0
974431,mexique,2022,2023-04-14T03:05:00+00:00,Atletico San Luis,FC Juarez,2,0,1,1,0,0
974432,mexique,2022,2023-04-15T01:05:00+00:00,Necaxa,Puebla,1,1,0,1,0,1
974433,mexique,2022,2023-04-15T03:05:00+00:00,Mazatlán,Club Tijuana,1,2,1,0,1,1
974434,mexique,2022,2023-04-15T23:00:00+00:00,Atlas,Pachuca,4,1,3,1,0,1
974435,mexique,2022,2023-04-16T01:05:00+00:00,Leon,Guadalajara Chivas,0,2,0,0,0,2
974436,mexique,2022,2023-04-16T03:10:00+00:00,Cruz Azul,Club America,1,3,1,0,1,2
974437,mexique,2022,2023-04-16T18:00:00+00:00,U.N.A.M. - Pumas,Toluca,3,1,3,0,1,0
974438,mexique,2022,2023-04-16T23:00:00+00:00,Club Queretaro,Tigres UANL,0,0,0,0,0,0
974439,mexique,2022,2023-04-17T01:10:00+00:00,Monterrey,Santos Laguna,1,2,1,0,1,1
974440,mexique,2022,2023-04-21T02:05:00+00:00,Tigres UANL,Puebla,1,0,0,1,0,0
974441,mexique,2022,2023-04-22T01:05:00+00:00,Necaxa,Atlas,1,3,0,1,3,0
974442,mexique,2022,2023-04-22T01:05:00+00:00,Mazatlán,Monterrey,0,2,0,0,1,1
974443,mexique,2022,2023-04-22T03:05:00+00:00,Club Tijuana,Leon,0,0,0,0,0,0
974444,mexique,2022,2023-04-22T23:00:00+00:00,Pachuca,Atletico San Luis,2,1,0,2,1,0
974445,mexique,2022,2023-04-23T01:05:00+00:00,Guadalajara Chivas,Cruz Azul,2,1,0,2,1,0
974446,mexique,2022,2023-04-23T03:10:00+00:00,Club America,U.N.A.M. - Pumas,1,1,0,1,0,1
974447,mexique,2022,2023-04-23T18:00:00+00:00,Toluca,FC Juarez,1,1,1,0,0,1
974448,mexique,2022,2023-04-24T01:05:00+00:00,Santos Laguna,Club Queretaro,0,2,0,0,0,2
974450,mexique,2022,2023-04-29T03:05:00+00:00,FC Juarez,Club America,0,1,0,0,1,0
974449,mexique,2022,2023-04-29T23:00:00+00:00,Puebla,Club Tijuana,5,2,2,3,1,1
974451,mexique,2022,2023-04-30T01:00:00+00:00,Atletico San Luis,Atlas,0,0,0,0,0,0
974453,mexique,2022,2023-04-30T01:05:00+00:00,Guadalajara Chivas,Mazatlán,4,1,2,2,1,0
974452,mexique,2022,2023-04-30T01:05:00+00:00,Monterrey,U.N.A.M. - Pumas,4,1,4,0,1,0
974454,mexique,2022,2023-04-30T03:05:00+00:00,Cruz Azul,Santos Laguna,3,2,2,1,0,2
974455,mexique,2022,2023-04-30T18:00:00+00:00,Toluca,Necaxa,3,0,1,2,0,0
974456,mexique,2022,2023-04-30T23:00:00+00:00,Club Queretaro,Pachuca,0,1,0,0,1,0
974457,mexique,2022,2023-05-01T01:05:00+00:00,Leon,Tigres UANL,3,0,2,1,0,0
1024695,mexique,2022,2023-05-06T23:00:00+00:00,Cruz Azul,Atlas,0,1,0,0,1,0
1024693,mexique,2022,2023-05-08T01:06:00+00:00,Leon,Atlético San Luis,1,3,1,0,3,0
1024694,mexique,2022,2023-05-08T03:10:00+00:00,Tigres UANL,Puebla,1,0,0,1,0,0
1025954,mexique,2022,2023-05-11T01:00:00+00:00,Santos Laguna,Monterrey,0,0,0,0,0,0
1026493,mexique,2022,2023-05-11T03:10:00+00:00,Atletico San Luis,Club America,1,3,1,0,3,0
1026495,mexique,2022,2023-05-12T01:00:00+00:00,Atlas,Guadalajara Chivas,1,0,1,0,0,0
1026497,mexique,2022,2023-05-12T03:10:00+00:00,Tigres UANL,Toluca,4,1,3,1,1,0
1025953,mexique,2022,2023-05-14T01:06:00+00:00,Monterrey,Santos Laguna,2,0,1,1,0,0
1026492,mexique,2022,2023-05-14T03:16:00+00:00,Club America,Atletico San Luis,1,2,0,1,2,0
1026496,mexique,2022,2023-05-14T18:00:00+00:00,Toluca,Tigres UANL,3,1,2,1,0,1
1026494,mexique,2022,2023-05-15T01:05:00+00:00,Guadalajara Chivas,Atlas,1,0,0,1,0,0
1027143,mexique,2022,2023-05-18T03:00:00+00:00,Tigres UANL,Monterrey,1,1,0,1,1,0
1027145,mexique,2022,2023-05-19T02:10:00+00:00,Guadalajara Chivas,Club America,0,1,0,0,0,1
1027144,mexique,2022,2023-05-21T01:06:00+00:00,Monterrey,Tigres UANL,0,1,0,0,0,1
1027146,mexique,2022,2023-05-22T02:00:00+00:00,Club America,Guadalajara Chivas,1,3,0,1,1,2
1028348,mexique,2022,2023-05-26T02:00:00+00:00,Tigres UANL,Guadalajara Chivas,0,0,0,0,0,0
1031275,mexique,2023,2023-07-01T01:00:00+00:00,Club America,FC Juarez,1,2,1,0,0,2
1031277,mexique,2023,2023-07-01T01:00:00+00:00,Mazatlán,Pachuca,1,1,0,1,1,0
1031276,mexique,2023,2023-07-01T03:10:00+00:00,Club Tijuana,U.N.A.M. - Pumas,2,3,1,1,1,2
1031278,mexique,2023,2023-07-01T23:00:00+00:00,Atletico San Luis,Monterrey,1,1,0,1,1,0
1031279,mexique,2023,2023-07-02T01:00:00+00:00,Tigres UANL,Puebla,1,1,0,1,0,1
1031280,mexique,2023,2023-07-02T03:10:00+00:00,Atlas,Cruz Azul,2,0,1,1,0,0
1031281,mexique,2023,2023-07-02T18:00:00+00:00,Toluca,Necaxa,0,0,0,0,0,0
1031282,mexique,2023,2023-07-03T01:05:00+00:00,Santos Laguna,Club Queretaro,0,2,0,0,0,2
1031283,mexique,2023,2023-07-04T02:00:00+00:00,Leon,Guadalajara Chivas,1,2,1,0,1,1
1031284,mexique,2023,2023-07-08T01:00:00+00:00,Puebla,Santos Laguna,2,3,2,0,2,1
1031290,mexique,2023,2023-07-08T03:00:00+00:00,Necaxa,Club Tijuana,1,1,0,1,0,1
1031288,mexique,2023,2023-07-08T23:50:00+00:00,Cruz Azul,Toluca,0,2,0,0,1,1
1031286,mexique,2023,2023-07-09T00:05:00+00:00,Guadalajara Chivas,Atletico San Luis,3,1,2,1,1,0
1031285,mexique,2023,2023-07-09T00:06:00+00:00,FC Juarez,Tigres UANL,1,1,0,1,1,0
1031289,mexique,2023,2023-07-09T18:00:00+00:00,U.N.A.M. - Pumas,Mazatlán,0,0,0,0,0,0
1031287,mexique,2023,2023-07-10T01:00:00+00:00,Monterrey,Atlas,1,0,1,0,0,0
1031292,mexique,2023,2023-07-11T02:00:00+00:00,Leon,Pachuca,4,0,3,1,0,0
1031293,mexique,2023,2023-07-14T01:05:00+00:00,Santos Laguna,Atlas,0,0,0,0,0,0
1031294,mexique,2023,2023-07-14T03:00:00+00:00,Guadalajara Chivas,Necaxa,2,0,1,1,0,0
1031295,mexique,2023,2023-07-15T01:00:00+00:00,Mazatlán,Monterrey,0,3,0,0,0,3
1031296,mexique,2023,2023-07-15T03:10:00+00:00,Club Tijuana,Cruz Azul,2,1,0,2,1,0
1031297,mexique,2023,2023-07-15T23:00:00+00:00,Atletico San Luis,Club Queretaro,4,1,2,2,1,0
1031298,mexique,2023,2023-07-16T01:00:00+00:00,Club America,Puebla,3,0,2,1,0,0
1031299,mexique,2023,2023-07-16T03:05:00+00:00,Tigres UANL,Leon,1,0,1,0,0,0
1031300,mexique,2023,2023-07-16T18:00:00+00:00,Toluca,FC Juarez,2,4,1,1,1,3
1031301,mexique,2023,2023-07-17T02:15:00+00:00,Pachuca,U.N.A.M. - Pumas,1,1,1,0,1,0
1031305,mexique,2023,2023-08-19T01:06:00+00:00,Leon,Mazatlán,2,1,0,2,1,0
1031308,mexique,2023,2023-08-19T03:00:00+00:00,U.N.A.M. - Pumas,Toluca,1,1,1,0,1,0
1031302,mexique,2023,2023-08-19T03:06:00+00:00,Puebla,Atletico San Luis,1,2,0,1,1,1
1031303,mexique,2023,2023-08-19T03:10:00+00:00,FC Juarez,Guadalajara Chivas,1,1,0,1,1,0
1031309,mexique,2023,2023-08-20T23:00:00+00:00,Cruz Azul,Santos Laguna,2,2,2,0,1,1
1031310,mexique,2023,2023-08-21T01:06:00+00:00,Club Queretaro,Pachuca,1,1,1,0,0,1
1031307,mexique,2023,2023-08-21T01:10:00+00:00,Club America,Atlas,1,1,1,0,1,0
1031304,mexique,2023,2023-08-21T03:10:00+00:00,Necaxa,Tigres UANL,0,3,0,0,1,2
1031316,mexique,2023,2023-08-23T01:00:00+00:00,Guadalajara Chivas,Club Tijuana,1,0,0,1,0,0
1031317,mexique,2023,2023-08-23T01:00:00+00:00,Mazatlán,Puebla,1,0,0,1,0,0
1031312,mexique,2023,2023-08-23T03:06:00+00:00,FC Juarez,U.N.A.M. - Pumas,4,1,3,1,0,1
1031311,mexique,2023,2023-08-24T01:00:00+00:00,Club America,Necaxa,3,2,2,1,1,1
1031314,mexique,2023,2023-08-24T01:06:00+00:00,Pachuca,Cruz Azul,1,0,0,1,0,0
1031424,mexique,2023,2023-08-24T03:00:00+00:00,Atletico San Luis,Leon,3,0,1,2,0,0
1031425,mexique,2023,2023-08-26T01:00:00+00:00,Puebla,FC Juarez,1,0,1,0,0,0
1031319,mexique,2023,2023-08-26T03:10:00+00:00,Club Tijuana,Mazatlán,1,1,1,0,1,0
1031320,mexique,2023,2023-08-26T23:00:00+00:00,Atlas,Toluca,0,0,0,0,0,0
1031321,mexique,2023,2023-08-27T01:00:00+00:00,Club America,Leon,1,1,0,1,0,1
1031322,mexique,2023,2023-08-27T03:05:00+00:00,Santos Laguna,Guadalajara Chivas,2,1,0,2,0,1
1031324,mexique,2023,2023-08-28T00:05:00+00:00,U.N.A.M. - Pumas,Tigres UANL,2,1,0,2,0,1
1031325,mexique,2023,2023-08-28T02:05:00+00:00,Monterrey,Cruz Azul,1,2,1,0,1,1
1031323,mexique,2023,2023-08-28T22:00:00+00:00,Necaxa,Club Queretaro,0,1,0,0,0,1
1031326,mexique,2023,2023-08-29T03:10:00+00:00,Pachuca,Atletico San Luis,0,2,0,0,0,2
1031315,mexique,2023,2023-08-31T01:00:00+00:00,Toluca,Monterrey,1,0,1,0,0,0
1031313,mexique,2023,2023-08-31T01:06:00+00:00,Club Queretaro,Atlas,1,2,0,1,1,1
1031318,mexique,2023,2023-08-31T03:00:00+00:00,Tigres UANL,Santos Laguna,3,2,1,2,1,1
1031328,mexique,2023,2023-09-02T01:06:00+00:00,FC Juarez,Mazatlán,3,1,2,1,1,0
1031329,mexique,2023,2023-09-02T03:10:00+00:00,Puebla,Club Tijuana,3,0,2,1,0,0
1031331,mexique,2023,2023-09-02T23:00:00+00:00,Leon,Necaxa,1,1,0,1,1,0
1031332,mexique,2023,2023-09-03T01:00:00+00:00,Santos Laguna,U.N.A.M. - Pumas,2,1,2,0,1,0
1031333,mexique,2023,2023-09-03T01:05:00+00:00,Tigres UANL,Club Queretaro,5,0,2,3,0,0
1031334,mexique,2023,2023-09-03T03:10:00+00:00,Cruz Azul,Club America,2,3,1,1,3,0
1031335,mexique,2023,2023-09-03T18:00:00+00:00,Toluca,Pachuca,5,0,2,3,0,0
1031330,mexique,2023,2023-09-03T23:05:00+00:00,Guadalajara Chivas,Monterrey,1,2,0,1,2,0
1031327,mexique,2023,2023-09-04T02:00:00+00:00,Atletico San Luis,Atlas,2,0,1,1,0,0
1031338,mexique,2023,2023-09-16T01:00:00+00:00,Mazatlán,Cruz Azul,2,2,2,0,0,2
1031339,mexique,2023,2023-09-16T03:10:00+00:00,Club Tijuana,Toluca,2,1,2,0,0,1
1031340,mexique,2023,2023-09-16T23:00:00+00:00,Necaxa,FC Juarez,1,1,1,0,1,0
1031336,mexique,2023,2023-09-17T01:00:00+00:00,Monterrey,Leon,3,1,2,1,1,0
1031337,mexique,2023,2023-09-17T03:10:00+00:00,Club America,Guadalajara Chivas,4,0,2,2,0,0
1031341,mexique,2023,2023-09-17T18:00:00+00:00,U.N.A.M. - Pumas,Atletico San Luis,3,2,0,3,1,1
1031342,mexique,2023,2023-09-17T23:00:00+00:00,Club Queretaro,Puebla,1,1,0,1,1,0
1031343,mexique,2023,2023-09-18T01:00:00+00:00,Atlas,Tigres UANL,2,0,2,0,0,0
1031344,mexique,2023,2023-09-19T03:00:00+00:00,Pachuca,Santos Laguna,3,2,1,2,0,2
1031291,mexique,2023,2023-09-21T02:06:00+00:00,Club Queretaro,Club America,1,2,1,0,0,2
1031346,mexique,2023,2023-09-23T01:00:00+00:00,FC Juarez,Atlas,1,2,0,1,1,1
1031345,mexique,2023,2023-09-23T01:00:00+00:00,Atletico San Luis,Mazatlán,3,2,2,1,0,2
1031347,mexique,2023,2023-09-23T03:10:00+00:00,Puebla,U.N.A.M. - Pumas,0,2,0,0,1,1
1031349,mexique,2023,2023-09-24T01:00:00+00:00,Guadalajara Chivas,Pachuca,0,0,0,0,0,0
1031348,mexique,2023,2023-09-24T01:00:00+00:00,Leon,Club Tijuana,1,0,0,1,0,0
1031350,mexique,2023,2023-09-24T03:05:00+00:00,Tigres UANL,Monterrey,3,0,1,2,0,0
1031426,mexique,2023,2023-09-24T18:00:00+00:00,Toluca,Club America,1,1,0,1,1,0
1031352,mexique,2023,2023-09-25T02:05:00+00:00,Santos Laguna,Necaxa,2,5,0,2,1,4
1031351,mexique,2023,2023-09-25T22:00:00+00:00,Cruz Azul,Club Queretaro,1,3,1,0,0,3
1031367,mexique,2023,2023-09-27T01:05:00+00:00,Guadalajara Chivas,Mazatlán,1,3,0,1,2,1
1031353,mexique,2023,2023-09-29T02:00:00+00:00,Atlas,Puebla,2,3,1,1,2,1
1031354,mexique,2023,2023-09-30T01:00:00+00:00,Club Queretaro,Leon,1,1,0,1,1,0
1031361,mexique,2023,2023-09-30T03:00:00+00:00,Atletico San Luis,Cruz Azul,1,2,0,1,0,2
1031356,mexique,2023,2023-09-30T03:10:00+00:00,Club Tijuana,FC Juarez,5,1,1,4,1,0
1031357,mexique,2023,2023-09-30T23:00:00+00:00,Pachuca,Necaxa,1,1,1,0,1,0
1031359,mexique,2023,2023-10-01T00:40:00+00:00,Club America,U.N.A.M. - Pumas,1,0,0,1,0,0
1031355,mexique,2023,2023-10-01T01:06:00+00:00,Mazatlán,Tigres UANL,2,3,1,1,1,2
1031360,mexique,2023,2023-10-02T23:20:00+00:00,Toluca,Guadalajara Chivas,1,1,0,1,0,1
1031362,mexique,2023,2023-10-04T01:00:00+00:00,Puebla,Monterrey,1,1,1,0,1,0
1031363,mexique,2023,2023-10-04T03:00:00+00:00,Club America,Pachuca,4,0,1,3,0,0
1031364,mexique,2023,2023-10-05T01:00:00+00:00,U.N.A.M. - Pumas,Club Queretaro,4,0,2,2,0,0
1031365,mexique,2023,2023-10-05T01:00:00+00:00,Necaxa,Cruz Azul,1,3,0,1,1,2
1031366,mexique,2023,2023-10-05T03:00:00+00:00,Tigres UANL,Toluca,2,2,1,1,1,1
1031368,mexique,2023,2023-10-05T03:00:00+00:00,Santos Laguna,Club Tijuana,2,1,1,1,1,0
1031370,mexique,2023,2023-10-07T03:00:00+00:00,Mazatlán,Club America,1,2,1,0,0,2
1031371,mexique,2023,2023-10-07T23:00:00+00:00,Monterrey,FC Juarez,3,1,2,1,0,1
1031373,mexique,2023,2023-10-08T01:00:00+00:00,Guadalajara Chivas,Atlas,4,1,1,3,1,0
1031372,mexique,2023,2023-10-08T01:00:00+00:00,Pachuca,Tigres UANL,1,1,1,0,1,0
1031374,mexique,2023,2023-10-08T03:10:00+00:00,Cruz Azul,U.N.A.M. - Pumas,1,4,1,0,1,3
1031375,mexique,2023,2023-10-08T18:00:00+00:00,Toluca,Club Queretaro,3,1,1,2,1,0
1031376,mexique,2023,2023-10-08T23:00:00+00:00,Necaxa,Puebla,1,2,0,1,2,0
1031377,mexique,2023,2023-10-09T01:05:00+00:00,Santos Laguna,Leon,0,2,0,0,1,1
1031378,mexique,2023,2023-10-09T03:00:00+00:00,Club Tijuana,Atletico San Luis,2,1,1,1,0,1
