fixture_id,league,season,date,home_team,away_team,score_home,score_away,home_goals_1st_half,home_goals_2nd_half,away_goals_1st_half,away_goals_2nd_half
1323519,mexique,2024,2025-02-01T23:00:00+00:00,Club America,FC Juarez,4,0,2,2,0,0
1323520,mexique,2024,2025-02-01T23:05:00+00:00,Guadalajara Chivas,Club Queretaro,1,1,1,0,0,1
1323521,mexique,2024,2025-02-02T01:00:00+00:00,Pachuca,Atlas,0,0,0,0,0,0
1323522,mexique,2024,2025-02-02T01:05:00+00:00,Monterrey,Necaxa,1,0,1,0,0,0
1323523,mexique,2024,2025-02-02T03:15:00+00:00,Toluca,Tigres UANL,1,0,0,1,0,0
1323524,mexique,2024,2025-02-02T23:00:00+00:00,Santos Laguna,Puebla,0,2,0,0,1,1
1323525,mexique,2024,2025-02-03T01:00:00+00:00,Atletico San Luis,U.N.A.M. - Pumas,2,3,1,1,2,1
1323490,mexique,2024,2025-02-06T03:10:00+00:00,Pachuca,Leon,1,2,1,0,1,1
1323528,mexique,2024,2025-02-08T01:00:00+00:00,Necaxa,Santos Laguna,3,2,2,1,2,0
1323526,mexique,2024,2025-02-08T01:00:00+00:00,Club Queretaro,Atletico San Luis,1,0,1,0,0,0
1323527,mexique,2024,2025-02-08T03:00:00+00:00,Puebla,Club America,1,2,0,1,2,0
1323530,mexique,2024,2025-02-09T01:00:00+00:00,Tigres UANL,Atlas,2,1,1,1,1,0
1323529,mexique,2024,2025-02-09T01:00:00+00:00,Leon,Toluca,3,3,2,1,0,3
1323531,mexique,2024,2025-02-09T03:00:00+00:00,FC Juarez,Monterrey,2,1,1,1,0,1
1323532,mexique,2024,2025-02-09T03:05:00+00:00,Cruz Azul,Pachuca,2,1,1,1,0,1
1323788,mexique,2024,2025-02-10T00:00:00+00:00,U.N.A.M. - Pumas,Mazatlán,1,0,0,1,0,0
1323533,mexique,2024,2025-02-10T03:05:00+00:00,Guadalajara Chivas,Club Tijuana,2,1,2,0,1,0
1323534,mexique,2024,2025-02-15T03:00:00+00:00,Club Tijuana,FC Juarez,1,2,1,0,1,1
1323537,mexique,2024,2025-02-15T03:00:00+00:00,Club America,Necaxa,2,3,0,2,2,1
1323535,mexique,2024,2025-02-15T03:00:00+00:00,Mazatlán,Santos Laguna,1,1,1,0,1,0
1323536,mexique,2024,2025-02-15T23:00:00+00:00,Atlas,Puebla,3,2,1,2,1,1
1323538,mexique,2024,2025-02-16T01:00:00+00:00,Tigres UANL,Cruz Azul,2,1,0,2,0,1
1323539,mexique,2024,2025-02-16T03:10:00+00:00,Toluca,Guadalajara Chivas,2,1,1,1,0,1
1323540,mexique,2024,2025-02-16T23:00:00+00:00,Club Queretaro,Monterrey,2,4,0,2,3,1
1323541,mexique,2024,2025-02-17T01:00:00+00:00,Atletico San Luis,Leon,1,2,1,0,1,1
1323789,mexique,2024,2025-02-17T01:05:00+00:00,Pachuca,U.N.A.M. - Pumas,2,1,2,0,0,1
1323551,mexique,2024,2025-02-19T03:10:00+00:00,Atlas,Necaxa,0,4,0,0,2,2
1323552,mexique,2024,2025-02-20T01:00:00+00:00,Club America,Leon,1,1,1,0,1,0
1323550,mexique,2024,2025-02-20T03:05:00+00:00,Santos Laguna,Cruz Azul,0,1,0,0,1,0
1323542,mexique,2024,2025-02-22T01:00:00+00:00,Necaxa,Mazatlán,3,1,1,2,1,0
1323543,mexique,2024,2025-02-22T03:00:00+00:00,Puebla,Club Tijuana,2,0,1,1,0,0
1323547,mexique,2024,2025-02-22T23:00:00+00:00,FC Juarez,Toluca,0,4,0,0,3,1
1323545,mexique,2024,2025-02-23T01:00:00+00:00,Monterrey,Atletico San Luis,3,1,2,1,0,1
1323544,mexique,2024,2025-02-23T01:00:00+00:00,Leon,Tigres UANL,1,0,1,0,0,0
1323546,mexique,2024,2025-02-23T01:05:00+00:00,Guadalajara Chivas,Pachuca,2,1,2,0,1,0
1323790,mexique,2024,2025-02-23T03:05:00+00:00,U.N.A.M. - Pumas,Club America,0,2,0,0,1,1
1323548,mexique,2024,2025-02-23T23:00:00+00:00,Santos Laguna,Atlas,2,0,1,1,0,0
1323549,mexique,2024,2025-02-24T01:05:00+00:00,Cruz Azul,Club Queretaro,1,0,0,1,0,0
1323553,mexique,2024,2025-02-26T01:00:00+00:00,Tigres UANL,FC Juarez,0,1,0,0,1,0
1323791,mexique,2024,2025-02-26T03:00:00+00:00,Club Tijuana,U.N.A.M. - Pumas,4,2,3,1,0,2
1323554,mexique,2024,2025-02-26T03:00:00+00:00,Mazatlán,Monterrey,1,0,1,0,0,0
1323555,mexique,2024,2025-02-27T01:00:00+00:00,Pachuca,Puebla,2,1,0,2,1,0
1323556,mexique,2024,2025-02-27T03:00:00+00:00,Toluca,Club Queretaro,5,0,4,1,0,0
1323557,mexique,2024,2025-02-27T03:05:00+00:00,Atletico San Luis,Guadalajara Chivas,3,1,0,3,0,1
1323558,mexique,2024,2025-03-01T03:00:00+00:00,Mazatlán,Cruz Azul,1,1,0,1,0,1
1323560,mexique,2024,2025-03-01T23:00:00+00:00,Club America,Toluca,3,0,1,2,0,0
1323562,mexique,2024,2025-03-01T23:00:00+00:00,FC Juarez,Pachuca,2,2,2,0,0,2
1323559,mexique,2024,2025-03-02T01:00:00+00:00,Necaxa,Tigres UANL,1,2,0,1,0,2
1323561,mexique,2024,2025-03-02T01:00:00+00:00,Leon,Club Tijuana,2,1,1,1,1,0
1323792,mexique,2024,2025-03-02T03:10:00+00:00,U.N.A.M. - Pumas,Guadalajara Chivas,0,1,0,0,0,1
1323563,mexique,2024,2025-03-02T22:00:00+00:00,Club Queretaro,Puebla,2,0,1,1,0,0
1323564,mexique,2024,2025-03-03T00:00:00+00:00,Atlas,Atletico San Luis,3,1,0,3,1,0
1323565,mexique,2024,2025-03-03T02:05:00+00:00,Monterrey,Santos Laguna,4,2,1,3,1,1
1323567,mexique,2024,2025-03-08T01:00:00+00:00,Tigres UANL,Club Queretaro,1,0,1,0,0,0
1323566,mexique,2024,2025-03-08T01:00:00+00:00,Atletico San Luis,FC Juarez,1,0,0,1,0,0
1323568,mexique,2024,2025-03-08T03:00:00+00:00,Puebla,U.N.A.M. - Pumas,1,3,1,0,0,3
1323569,mexique,2024,2025-03-08T23:00:00+00:00,Toluca,Necaxa,5,2,1,4,2,0
1323571,mexique,2024,2025-03-09T01:00:00+00:00,Pachuca,Mazatlán,1,1,0,1,0,1
1323570,mexique,2024,2025-03-09T01:05:00+00:00,Cruz Azul,Monterrey,1,1,1,0,1,0
1323572,mexique,2024,2025-03-09T03:05:00+00:00,Guadalajara Chivas,Club America,0,0,0,0,0,0
1323573,mexique,2024,2025-03-09T23:00:00+00:00,Santos Laguna,Leon,2,1,0,2,0,1
1323574,mexique,2024,2025-03-10T03:00:00+00:00,Club Tijuana,Atlas,3,4,1,2,0,4
1323576,mexique,2024,2025-03-15T01:00:00+00:00,Necaxa,Leon,2,1,2,0,0,1
1323575,mexique,2024,2025-03-15T01:00:00+00:00,Club Queretaro,Mazatlán,1,0,1,0,0,0
1323577,mexique,2024,2025-03-15T03:05:00+00:00,Puebla,Toluca,0,3,0,0,1,2
1323578,mexique,2024,2025-03-15T23:00:00+00:00,Tigres UANL,Santos Laguna,3,0,0,3,0,0
1323579,mexique,2024,2025-03-16T01:00:00+00:00,Cruz Azul,Atletico San Luis,3,0,2,1,0,0
1323580,mexique,2024,2025-03-16T01:10:00+00:00,FC Juarez,Guadalajara Chivas,1,1,1,0,0,1
1323581,mexique,2024,2025-03-16T03:05:00+00:00,Atlas,Club America,1,3,0,1,0,3
1323793,mexique,2024,2025-03-17T00:00:00+00:00,U.N.A.M. - Pumas,Monterrey,1,3,0,1,0,3
1323582,mexique,2024,2025-03-17T02:00:00+00:00,Pachuca,Club Tijuana,4,1,2,2,0,1
1323583,mexique,2024,2025-03-29T01:00:00+00:00,Necaxa,Club Queretaro,2,0,1,1,0,0
1323585,mexique,2024,2025-03-29T03:10:00+00:00,Mazatlán,Atlas,3,2,2,1,2,0
1323586,mexique,2024,2025-03-29T23:00:00+00:00,Toluca,Pachuca,3,2,3,0,0,2
1323584,mexique,2024,2025-03-29T23:00:00+00:00,FC Juarez,Puebla,2,0,1,1,0,0
1323587,mexique,2024,2025-03-30T01:05:00+00:00,Club America,Tigres UANL,3,0,2,1,0,0
1323589,mexique,2024,2025-03-30T03:05:00+00:00,Guadalajara Chivas,Cruz Azul,0,1,0,0,1,0
1323588,mexique,2024,2025-03-30T03:15:00+00:00,Monterrey,Club Tijuana,1,2,1,0,1,1
1323590,mexique,2024,2025-03-30T23:00:00+00:00,Santos Laguna,Atletico San Luis,2,3,2,0,1,2
1323794,mexique,2024,2025-03-31T01:05:00+00:00,Leon,U.N.A.M. - Pumas,1,2,1,0,1,1
1323591,mexique,2024,2025-04-05T01:00:00+00:00,Club Queretaro,Leon,1,1,1,0,1,0
1323592,mexique,2024,2025-04-05T03:00:00+00:00,Club Tijuana,Necaxa,1,2,0,1,0,2
1323593,mexique,2024,2025-04-05T03:05:00+00:00,Puebla,Tigres UANL,0,0,0,0,0,0
1323594,mexique,2024,2025-04-05T23:00:00+00:00,Atlas,FC Juarez,1,1,0,1,0,1
1323595,mexique,2024,2025-04-05T23:00:00+00:00,Pachuca,Club America,1,0,1,0,0,0
1323599,mexique,2024,2025-04-06T01:00:00+00:00,Atletico San Luis,Mazatlán,2,1,2,0,1,0
1323596,mexique,2024,2025-04-06T01:05:00+00:00,Monterrey,Guadalajara Chivas,3,1,2,1,0,1
1323597,mexique,2024,2025-04-06T03:10:00+00:00,Cruz Azul,U.N.A.M. - Pumas,3,2,2,1,1,1
1323598,mexique,2024,2025-04-07T00:00:00+00:00,Toluca,Santos Laguna,2,1,2,0,0,1
1323608,mexique,2024,2025-04-11T02:05:00+00:00,Club Tijuana,Atletico San Luis,2,1,1,1,1,0
1323600,mexique,2024,2025-04-12T01:00:00+00:00,Necaxa,Pachuca,3,5,1,2,2,3
1323601,mexique,2024,2025-04-12T03:05:00+00:00,Mazatlán,Guadalajara Chivas,1,1,0,1,1,0
1323602,mexique,2024,2025-04-12T23:00:00+00:00,U.N.A.M. - Pumas,FC Juarez,0,0,0,0,0,0
1323603,mexique,2024,2025-04-12T23:00:00+00:00,Leon,Puebla,1,0,0,1,0,0
1323605,mexique,2024,2025-04-13T01:00:00+00:00,Tigres UANL,Monterrey,2,1,0,2,0,1
1323604,mexique,2024,2025-04-13T01:05:00+00:00,Atlas,Toluca,2,3,2,0,2,1
1323606,mexique,2024,2025-04-13T03:15:00+00:00,Club America,Cruz Azul,0,0,0,0,0,0
1323607,mexique,2024,2025-04-13T23:00:00+00:00,Santos Laguna,Club Queretaro,1,2,1,0,0,2
1323609,mexique,2024,2025-04-16T01:00:00+00:00,Pachuca,Tigres UANL,0,0,0,0,0,0
1323610,mexique,2024,2025-04-16T01:05:00+00:00,Guadalajara Chivas,Puebla,1,0,1,0,0,0
1323612,mexique,2024,2025-04-16T03:00:00+00:00,FC Juarez,Necaxa,2,2,1,1,0,2
1323611,mexique,2024,2025-04-16T03:05:00+00:00,Cruz Azul,Leon,2,1,0,2,0,1
1323615,mexique,2024,2025-04-17T01:00:00+00:00,Monterrey,Club America,1,0,0,1,0,0
1323614,mexique,2024,2025-04-17T01:00:00+00:00,Club Queretaro,Atlas,1,2,0,1,1,1
1323613,mexique,2024,2025-04-17T02:00:00+00:00,Atletico San Luis,Toluca,0,1,0,0,1,0
1323616,mexique,2024,2025-04-17T03:00:00+00:00,Mazatlán,Club Tijuana,0,2,0,0,0,2
1323795,mexique,2024,2025-04-17T03:05:00+00:00,U.N.A.M. - Pumas,Santos Laguna,2,0,1,1,0,0
1323617,mexique,2024,2025-04-19T01:00:00+00:00,Puebla,Necaxa,0,1,0,0,1,0
1323618,mexique,2024,2025-04-19T23:00:00+00:00,Club America,Mazatlán,5,0,2,3,0,0
1323620,mexique,2024,2025-04-20T01:05:00+00:00,Toluca,Cruz Azul,2,2,2,0,2,0
1323796,mexique,2024,2025-04-20T03:00:00+00:00,Tigres UANL,U.N.A.M. - Pumas,2,1,1,1,0,1
1323621,mexique,2024,2025-04-20T03:15:00+00:00,Atlas,Guadalajara Chivas,1,1,1,0,1,0
1323622,mexique,2024,2025-04-20T23:00:00+00:00,Santos Laguna,Club Tijuana,0,4,0,0,2,2
1323624,mexique,2024,2025-04-21T01:00:00+00:00,Atletico San Luis,Pachuca,2,1,0,2,0,1
1323623,mexique,2024,2025-04-21T01:05:00+00:00,Leon,Monterrey,0,2,0,0,1,1
1323619,mexique,2024,2025-04-21T03:00:00+00:00,FC Juarez,Club Queretaro,0,2,0,0,0,2
1372469,mexique,2024,2025-04-28T01:30:00+00:00,Monterrey,Pachuca,1,2,0,1,0,2
1373369,mexique,2024,2025-05-05T01:30:00+00:00,Monterrey,U.N.A.M. - Pumas,2,0,0,2,0,0
1374342,mexique,2024,2025-05-08T01:00:00+00:00,Monterrey,Toluca,3,2,1,2,1,1
1373367,mexique,2024,2025-05-08T03:10:00+00:00,Pachuca,Club America,0,0,0,0,0,0
1372467,mexique,2024,2025-05-09T01:00:00+00:00,Necaxa,Tigres UANL,0,0,0,0,0,0
1372465,mexique,2024,2025-05-09T03:10:00+00:00,Leon,Cruz Azul,2,3,1,1,3,0
1374343,mexique,2024,2025-05-11T01:00:00+00:00,Toluca,Monterrey,2,1,1,1,0,1
1373368,mexique,2024,2025-05-11T03:10:00+00:00,Club America,Pachuca,2,0,2,0,0,0
1372466,mexique,2024,2025-05-12T01:00:00+00:00,Cruz Azul,Leon,2,1,1,1,1,0
1372468,mexique,2024,2025-05-12T03:10:00+00:00,Tigres UANL,Necaxa,2,2,0,2,0,2
1375216,mexique,2024,2025-05-15T03:00:00+00:00,Tigres UANL,Toluca,1,1,1,0,1,0
1375218,mexique,2024,2025-05-16T02:00:00+00:00,Cruz Azul,Club America,1,0,0,1,0,0
1375217,mexique,2024,2025-05-18T01:00:00+00:00,Toluca,Tigres UANL,3,0,1,2,0,0
1375219,mexique,2024,2025-05-19T01:15:00+00:00,Club America,Cruz Azul,2,1,0,2,0,1
1375860,mexique,2024,2025-05-23T02:00:00+00:00,Club America,Toluca,0,0,0,0,0,0
1375861,mexique,2024,2025-05-26T01:00:00+00:00,Toluca,Club America,2,0,0,2,0,0
1379481,mexique,2025,2025-07-12T01:00:00+00:00,Puebla,Atlas,2,3,1,1,1,2
1379483,mexique,2025,2025-07-12T03:00:00+00:00,FC Juarez,Club America,1,1,0,1,1,0
1379482,mexique,2025,2025-07-12T03:05:00+00:00,Club Tijuana,Club Queretaro,1,0,1,0,0,0
1379485,mexique,2025,2025-07-13T01:00:00+00:00,Toluca,Necaxa,3,1,2,1,1,0
1379484,mexique,2025,2025-07-13T01:00:00+00:00,Santos Laguna,U.N.A.M. - Pumas,3,0,1,2,0,0
1379486,mexique,2025,2025-07-13T03:05:00+00:00,Cruz Azul,Mazatlán,0,0,0,0,0,0
1379487,mexique,2025,2025-07-13T23:00:00+00:00,Pachuca,Monterrey,3,0,0,3,0,0
1379488,mexique,2025,2025-07-14T01:00:00+00:00,Leon,Atletico San Luis,0,1,0,0,0,1
1379489,mexique,2025,2025-07-17T01:00:00+00:00,Club America,Club Tijuana,3,1,1,2,0,1
1379490,mexique,2025,2025-07-17T03:05:00+00:00,Santos Laguna,Toluca,2,4,2,0,1,3
1379491,mexique,2025,2025-07-19T01:00:00+00:00,Necaxa,Club Queretaro,3,1,2,1,1,0
1379492,mexique,2025,2025-07-19T03:00:00+00:00,Atletico San Luis,Monterrey,0,1,0,0,1,0
1379493,mexique,2025,2025-07-19T03:05:00+00:00,Mazatlán,Puebla,2,1,2,0,0,1
1379495,mexique,2025,2025-07-20T01:00:00+00:00,Tigres UANL,FC Juarez,1,0,0,1,0,0
1379494,mexique,2025,2025-07-20T01:00:00+00:00,Leon,Guadalajara Chivas,1,0,0,1,0,0
1379496,mexique,2025,2025-07-20T03:05:00+00:00,Atlas,Cruz Azul,3,3,2,1,0,3
1379497,mexique,2025,2025-07-20T18:00:00+00:00,U.N.A.M. - Pumas,Pachuca,2,3,2,0,2,1
1379499,mexique,2025,2025-07-26T01:00:00+00:00,Club Queretaro,U.N.A.M. - Pumas,0,2,0,0,1,1
1379498,mexique,2025,2025-07-26T01:00:00+00:00,Puebla,Santos Laguna,1,0,0,1,0,0
1379500,mexique,2025,2025-07-26T03:00:00+00:00,Club Tijuana,FC Juarez,1,1,0,1,0,1
1379502,mexique,2025,2025-07-26T23:00:00+00:00,Pachuca,Mazatlán,1,0,0,1,0,0
1379501,mexique,2025,2025-07-26T23:07:00+00:00,Guadalajara Chivas,Atletico San Luis,4,3,2,2,0,3
1379504,mexique,2025,2025-07-27T01:00:00+00:00,Toluca,Tigres UANL,3,4,1,2,3,1
1379506,mexique,2025,2025-07-27T01:00:00+00:00,Monterrey,Atlas,3,1,1,2,1,0
1379503,mexique,2025,2025-07-27T01:00:00+00:00,Cruz Azul,Leon,4,1,0,4,0,1
1379505,mexique,2025,2025-07-27T03:05:00+00:00,Necaxa,Club America,1,1,1,0,1,0
1379507,mexique,2025,2025-08-09T03:00:00+00:00,Tigres UANL,Puebla,7,0,2,5,0,0
1379508,mexique,2025,2025-08-10T01:00:00+00:00,Club America,Club Queretaro,1,0,1,0,0,0
1379510,mexique,2025,2025-08-10T03:00:00+00:00,Mazatlán,Club Tijuana,2,2,0,2,1,1
1379509,mexique,2025,2025-08-10T03:05:00+00:00,Atlas,Pachuca,0,3,0,0,3,0
1379511,mexique,2025,2025-08-11T00:00:00+00:00,U.N.A.M. - Pumas,Necaxa,1,1,0,1,0,1
1379512,mexique,2025,2025-08-11T02:05:00+00:00,Santos Laguna,Guadalajara Chivas,1,0,1,0,0,0
1379513,mexique,2025,2025-08-12T01:00:00+00:00,Leon,Monterrey,1,3,0,1,2,1
1379515,mexique,2025,2025-08-12T03:00:00+00:00,FC Juarez,Toluca,0,2,0,0,1,1
1379514,mexique,2025,2025-08-12T03:05:00+00:00,Atletico San Luis,Cruz Azul,1,2,0,1,0,2
1379516,mexique,2025,2025-08-16T01:00:00+00:00,Puebla,Atletico San Luis,0,2,0,0,1,1
1379517,mexique,2025,2025-08-16T03:05:00+00:00,Necaxa,Leon,0,1,0,0,1,0
1379518,mexique,2025,2025-08-16T23:07:00+00:00,Guadalajara Chivas,FC Juarez,1,2,0,1,1,1
1379521,mexique,2025,2025-08-17T01:00:00+00:00,Tigres UANL,Club America,1,3,1,0,1,2
1379520,mexique,2025,2025-08-17T01:00:00+00:00,Pachuca,Club Tijuana,0,2,0,0,2,0
1379522,mexique,2025,2025-08-17T01:00:00+00:00,Cruz Azul,Santos Laguna,3,2,2,1,1,1
1379519,mexique,2025,2025-08-17T03:10:00+00:00,Toluca,U.N.A.M. - Pumas,1,1,0,1,1,0
1379523,mexique,2025,2025-08-17T22:00:00+00:00,Club Queretaro,Atlas,3,3,0,3,1,2
1379524,mexique,2025,2025-08-18T00:00:00+00:00,Monterrey,Mazatlán,3,2,3,0,1,1
1379526,mexique,2025,2025-08-23T01:00:00+00:00,Club Queretaro,Atletico San Luis,3,2,1,2,1,1
1379525,mexique,2025,2025-08-23T01:00:00+00:00,FC Juarez,Santos Laguna,2,1,0,2,1,0
1379527,mexique,2025,2025-08-23T03:00:00+00:00,Club Tijuana,Guadalajara Chivas,3,3,1,2,0,3
1379529,mexique,2025,2025-08-23T23:00:00+00:00,Leon,Pachuca,1,1,1,0,1,0
1379530,mexique,2025,2025-08-24T01:00:00+00:00,Monterrey,Necaxa,3,0,2,1,0,0
1379528,mexique,2025,2025-08-24T01:00:00+00:00,Mazatlán,Tigres UANL,2,2,1,1,1,1
1379531,mexique,2025,2025-08-24T03:05:00+00:00,Cruz Azul,Toluca,1,0,0,1,0,0
1379532,mexique,2025,2025-08-24T23:00:00+00:00,U.N.A.M. - Pumas,Puebla,0,0,0,0,0,0
1379533,mexique,2025,2025-08-25T01:05:00+00:00,Atlas,Club America,2,4,1,1,1,3
1379535,mexique,2025,2025-08-30T01:00:00+00:00,FC Juarez,Mazatlán,1,0,1,0,0,0
1379534,mexique,2025,2025-08-30T01:00:00+00:00,Atletico San Luis,Toluca,1,3,0,1,2,1
1379536,mexique,2025,2025-08-30T03:05:00+00:00,Puebla,Monterrey,2,4,1,1,2,2
1379537,mexique,2025,2025-08-30T23:00:00+00:00,Leon,Club Queretaro,3,0,1,2,0,0
1379539,mexique,2025,2025-08-31T01:00:00+00:00,Santos Laguna,Tigres UANL,0,1,0,0,0,1
1379538,mexique,2025,2025-08-31T01:07:00+00:00,Guadalajara Chivas,Cruz Azul,1,2,1,0,2,0
1379540,mexique,2025,2025-08-31T03:05:00+00:00,Club America,Pachuca,2,0,1,1,0,0
1379541,mexique,2025,2025-08-31T22:00:00+00:00,U.N.A.M. - Pumas,Atlas,1,0,0,1,0,0
1379542,mexique,2025,2025-09-01T03:00:00+00:00,Club Tijuana,Necaxa,3,0,1,2,0,0
1379544,mexique,2025,2025-09-13T01:00:00+00:00,Necaxa,FC Juarez,1,1,0,1,1,0
1379545,mexique,2025,2025-09-13T03:00:00+00:00,Mazatlán,U.N.A.M. - Pumas,1,4,1,0,2,2
1379546,mexique,2025,2025-09-13T23:00:00+00:00,Pachuca,Cruz Azul,0,1,0,0,0,1
1379548,mexique,2025,2025-09-14T01:00:00+00:00,Tigres UANL,Leon,0,0,0,0,0,0
1379547,mexique,2025,2025-09-14T01:00:00+00:00,Atlas,Santos Laguna,2,2,2,0,1,1
1379549,mexique,2025,2025-09-14T03:00:00+00:00,Toluca,Puebla,3,1,1,2,0,1
1379543,mexique,2025,2025-09-14T03:15:00+00:00,Club America,Guadalajara Chivas,1,2,0,1,0,2
1379550,mexique,2025,2025-09-14T23:00:00+00:00,Club Queretaro,Monterrey,0,1,0,0,1,0
1379551,mexique,2025,2025-09-15T01:00:00+00:00,Atletico San Luis,Club Tijuana,1,1,1,0,0,1
1379552,mexique,2025,2025-09-18T01:07:00+00:00,Guadalajara Chivas,Tigres UANL,0,0,0,0,0,0
1379554,mexique,2025,2025-09-20T01:00:00+00:00,Necaxa,Puebla,1,0,1,0,0,0
1379553,mexique,2025,2025-09-20T01:00:00+00:00,Cruz Azul,FC Juarez,3,2,3,0,2,0
1379556,mexique,2025,2025-09-20T03:00:00+00:00,Mazatlán,Atlas,1,1,0,1,0,1
1379555,mexique,2025,2025-09-20T03:05:00+00:00,Club Tijuana,Leon,5,0,3,2,0,0
1379557,mexique,2025,2025-09-20T23:00:00+00:00,Pachuca,Club Queretaro,0,2,0,0,2,0
1379559,mexique,2025,2025-09-21T01:00:00+00:00,U.N.A.M. - Pumas,Tigres UANL,1,1,0,1,0,1
1379558,mexique,2025,2025-09-21T01:07:00+00:00,Guadalajara Chivas,Toluca,0,3,0,0,2,1
1379560,mexique,2025,2025-09-21T03:05:00+00:00,Monterrey,Club America,2,2,2,0,0,2
1379561,mexique,2025,2025-09-21T23:00:00+00:00,Santos Laguna,Atletico San Luis,1,4,0,1,1,3
1379563,mexique,2025,2025-09-24T01:00:00+00:00,Puebla,Pachuca,2,2,0,2,1,1
1379562,mexique,2025,2025-09-24T01:07:00+00:00,Guadalajara Chivas,Necaxa,3,1,2,1,0,1
1379565,mexique,2025,2025-09-24T03:00:00+00:00,FC Juarez,U.N.A.M. - Pumas,3,1,1,2,0,1
1379564,mexique,2025,2025-09-24T03:05:00+00:00,Leon,Mazatlán,2,2,2,0,0,2
1379566,mexique,2025,2025-09-25T00:00:00+00:00,Cruz Azul,Club Queretaro,2,2,1,1,2,0
1379567,mexique,2025,2025-09-25T01:00:00+00:00,Tigres UANL,Atlas,2,0,1,1,0,0
1379568,mexique,2025,2025-09-25T02:00:00+00:00,Toluca,Monterrey,6,2,4,2,2,0
1379570,mexique,2025,2025-09-25T03:00:00+00:00,Santos Laguna,Club Tijuana,1,0,0,1,0,0
1379569,mexique,2025,2025-09-25T03:00:00+00:00,Atletico San Luis,Club America,0,1,0,0,0,1
